Number,entry,meaning
2338,truthful,誠実な
2339,tuck,押し込む
2340,tunnel,トンネル
2341,turnaround,立て直し、好転、処理時間
2342,turnover,売上高，転職率
2343,tutor,家庭教師
2344,tutorial,家庭教師の
2345,twice,2回
2346,typically,典型的に
2347,ultimate,究極の
2348,ultimately,最終的に
2349,umbrella,かさ
2350,unable,できない
2351,unanimous,満場一致の
2352,unavailable,使えない
2353,unavoidable,避けられない
2354,unclear,はっきりしない
2355,uncomfortable,心地の悪い
2356,undergo,を経験する
2357,underlie,根底にある
2358,understaffed,人手不足の
2359,understand,理解する
2360,underwrite,保険債務を負う
2361,undesirable,望ましくない
2362,undoubtedly,疑いなく
2363,unemployment,失業
2364,unexpected,予期せぬ
2365,unfavorable,否定的な
2366,unforeseen,想定外の
2367,unfortunately,残念なことに
2368,union,統合
2369,unique,他に類のない、特別な
2370,unit,単位
2371,unite,団結する
2372,united,一致団結した
2373,unity,団結
2374,universal,普遍的な，万国［万人］共通の
2375,unkind,不親切な
2376,unless,でない限り
2377,unlikely,可能性が低い
2378,unload,（荷物など）を降ろす
2379,unpleasant,不愉快な
2380,unplug,抜く
2381,unprecedented,前例のない
2382,unpredictable,予測できない、法外な
2383,unpublished,未発表の
2384,unsubscribe,退会する
2385,until,～まで
2386,unveil,正体を現す
2387,upcoming,予定している
2388,update,更新する
2389,updated,更新された
2390,upset,気持ちが動揺した/の心をかき乱す
2391,upstairs,上階
2392,urban,都会の，都市の
2393,urgent,緊急の
2394,usability,使いやすさ
2395,useful,役に立つ
2396,usually,ふつう
2397,utilize,利用する，活用する
2398,utmost,最大限の、これ以上ない
2399,utopia,理想郷
2400,utterly,全く，全然
2401,vacancy,欠員，空き
2402,vacant,空っぽの
2403,vacate,逃げる
2404,vacated,空いた
2405,vacation,休暇
2406,vaccine,ワクチン
2407,vaguely,曖昧に
2408,valid,有効な
2409,validate,検証する
2410,valley,谷
2411,valuable,貴重な
2412,valuation,評価
2413,value,価値/を重んじる
2414,vanguard,前衛
2415,vanish,消える
2416,variable,変化しやすい
2417,variance,相違，分散
2418,variation,変化、変動
2419,variety,多様さ
2420,various,さまざまな
2421,vary,変える，変更する
2422,vase,花瓶
2423,vast,非常に大きな
2424,vastness,広大さ
2425,vehicle,自動車
2426,vendor,売り手
2427,vent,排出口
2428,venture,冒険的事業
2429,venue,現場
2430,Venus,金星
2431,verbal,ことばの，口頭での
2432,verification,立証
2433,verify,確かめる
2434,versatile,多才な，多目的に使える
2435,verse,詩，韻文
2436,vertical,垂直な
2437,victim,犠牲者
2438,victory,勝利
2439,view,眺め、見方/を見る
2440,violation,違反
2441,virtual,仮想の
2442,virtue,徳，美徳，長所
2443,virus,ウイルス
2444,visit,訪問する
2445,vocabulary,語い
2446,voice,声
2447,void,無効な
2448,voluntarily,自発的に、自主的に
2449,voluntary,自主的な、任意の
2450,volunteer,ボランティア，志願兵
2451,vote,投票する/投票
2452,voter,投票者
2453,voucher,引換券
2454,voyage,航海
2455,vulnerable,傷つきやすい
2456,wage,賃金
2457,waive,免除する、放棄する
2458,waiver,免除，棄権
2459,walkway,歩道
2460,wan,血の気のない
2461,wander,ぶらつく，放浪する
2462,warehouse,倉庫
2463,warm,温暖な
2464,warranty,保証
2465,wasteful,無駄の多い
2466,waterproof,防水の
2467,weapon,武器
2468,wearability,装着性
2469,wearable,身に付けることの出来る
2470,weekly,週刊
2471,weigh,の重さがある
2472,wheat,小麦
2473,whenever,する時はいつでも
2474,whereas,である一方で
2475,whether,どちらか
2476,while,～する間
2477,whisper,ささやく
2478,wholesale,卸し
2479,Whom,誰を（～する人）
2480,wicked,邪悪な，不正の
2481,widespread,広範囲に渡る
2482,willing,快くする
2483,willingness,意欲
2484,wilt,しおれる
2485,withdraw,撤回する，引き出す
2486,withstand,耐える
2487,witness,目撃者，証人/…を目撃する
2488,wonder,不思議に思う
2489,wood,木材
2490,workday,平日
2491,workplace,職場
2492,workshop,作業場
2493,worsen,悪化させる
2494,worth,の価値がある
2495,wound,傷
2496,wrap,包む
2497,wrong,間違った
2498,yawn,あくびをする
2499,yell,大声を上げる
2500,yield,産出する
